# saved on 06.03.2022 by lrlunin
#  exported data from ptb bessy evaluation on 08102020
# fit exported with good x finess, check 5. Re-function fit.ipynb for source fit function and coefficients
#  photon energy [eV], fit response [ADU/photon],  fit -> quantum efficiency [%]
1.125511932255581314e+03,1.516597896735759718e+02,8.901757503698046747e-01
1.126951501154734387e+03,1.519144591121571466e+02,8.905315263168902540e-01
1.128391070053887688e+03,1.521695210851036677e+02,8.908886926105117343e-01
1.129830638953040761e+03,1.524249767678892908e+02,8.912472508092940116e-01
1.131270207852194062e+03,1.526808273384555434e+02,8.916072024783390226e-01
1.132709776751347135e+03,1.529370739772207344e+02,8.919685491892382911e-01
1.134149345650500436e+03,1.531937178670891910e+02,8.923312925200836965e-01
1.135588914549653509e+03,1.534488646927766524e+02,8.926844070341521942e-01
1.137028483448806810e+03,1.537030057906576133e+02,8.930307840205036207e-01
1.138468052347959883e+03,1.539575283478347671e+02,8.933784985505581755e-01
1.139907621247113184e+03,1.542124334901975260e+02,8.937275520818500629e-01
1.141347190146266257e+03,1.544677223459384550e+02,8.940779460778919274e-01
1.142786759045419558e+03,1.547233960455622253e+02,8.944296820081872879e-01
1.144226327944572631e+03,1.549794557218933164e+02,8.947827613482383091e-01
1.145665896843725932e+03,1.552326887211035000e+02,8.951186538998547881e-01
1.147105465742879232e+03,1.554862798036909624e+02,8.954557656153915302e-01
1.148545034642032306e+03,1.557402414881824484e+02,8.957941639152650071e-01
1.149984603541185606e+03,1.559945748528342619e+02,8.961338501619771080e-01
1.151424172440338680e+03,1.562492809780519849e+02,8.964748257235487516e-01
1.152863741339491980e+03,1.565043609463985206e+02,8.968170919735284352e-01
1.154303310238645054e+03,1.567586845476655242e+02,8.971541757152643459e-01
1.155742879137798354e+03,1.570113697699049737e+02,8.974810547112941350e-01
1.157182448036951428e+03,1.572644140556454886e+02,8.978091702762129866e-01
1.158622016936104728e+03,1.575178184358333340e+02,8.981385236790428994e-01
1.160061585835257802e+03,1.577715839434142424e+02,8.984691161938936910e-01
1.161501154734411102e+03,1.580257116133406328e+02,8.988009490999706586e-01
1.162940723633564176e+03,1.582802024825781757e+02,8.991340236815833498e-01
1.164380292532717476e+03,1.585329869092021511e+02,8.994565929628007828e-01
1.165819861431870549e+03,1.587851028853513924e+02,8.997745777651520172e-01
1.167259430331023850e+03,1.590375675925745043e+02,9.000937519215801430e-01
1.168698999230177151e+03,1.592903820181648484e+02,9.004141166178831757e-01
1.170138568129330224e+03,1.595435471512808761e+02,9.007356730445544857e-01
1.171578137028483525e+03,1.597970639829528352e+02,9.010584223967901263e-01
1.173017705927636598e+03,1.600509335060891374e+02,9.013823658744970491e-01
1.174457274826789899e+03,1.603023546662221008e+02,9.016917433125550829e-01
1.175896843725942972e+03,1.605538817958581035e+02,9.020009585947337261e-01
1.177336412625096273e+03,1.608057475229669251e+02,9.023113176351784670e-01
1.178775981524249346e+03,1.610579527928784955e+02,9.026228215414240363e-01
1.180215550423402647e+03,1.613104985526620112e+02,9.029354714253368108e-01
1.181655119322555720e+03,1.615633857511319320e+02,9.032492684031232510e-01
1.183094688221709021e+03,1.618162586854973881e+02,9.035622220865570098e-01
1.184534257120862094e+03,1.620668619460360276e+02,9.038617569232846316e-01
1.185973826020015395e+03,1.623177930256885020e+02,9.041623906501905505e-01
1.187413394919168468e+03,1.625690528280264289e+02,9.044641242976170226e-01
1.188852963818321768e+03,1.628206422582382231e+02,9.047669588998984436e-01
1.190292532717475069e+03,1.630725622231339287e+02,9.050708954953666785e-01
1.191732101616628142e+03,1.633248136311509029e+02,9.053759351263573896e-01
1.193171670515781443e+03,1.635766405263057663e+02,9.056778882845808454e-01
1.194611239414934516e+03,1.638266441791797945e+02,9.059690310887886788e-01
1.196050808314087817e+03,1.640769660299897623e+02,9.062612305845956229e-01
1.197490377213240890e+03,1.643276069438979334e+02,9.065544877339654084e-01
1.198929946112394191e+03,1.645785677875734052e+02,9.068488035025447092e-01
1.200369515011547264e+03,1.648298494291971963e+02,9.071441788596685818e-01
1.201809083910700565e+03,1.650814527384672772e+02,9.074406147783665721e-01
1.203248652809853638e+03,1.653324024494903597e+02,9.077327529009849849e-01
1.204688221709006939e+03,1.655818003583021323e+02,9.080156830735942597e-01
1.206127790608160012e+03,1.658315070878031747e+02,9.082996293521710118e-01
1.207567359507313313e+03,1.660815234663987781e+02,9.085845926347133616e-01
1.209006928406466386e+03,1.663318503238987773e+02,9.088705738226180442e-01
1.210446497305619687e+03,1.665824884915225255e+02,9.091575738206857382e-01
1.211886066204772987e+03,1.668334388019028722e+02,9.094455935371242861e-01
1.213325635103926061e+03,1.670836755565052556e+02,9.097290446690144972e-01
1.214765204003079361e+03,1.673324592055126061e+02,9.100039215655633118e-01
1.216204772902232435e+03,1.675815425190544090e+02,9.102797754786959850e-01
1.217644341801385735e+03,1.678309262903058539e+02,9.105566072464810201e-01
1.219083910700538809e+03,1.680806113137508362e+02,9.108344177101218575e-01
1.220523479599692109e+03,1.683305983851870451e+02,9.111132077139630914e-01
1.221963048498845183e+03,1.685808883017294306e+02,9.113929781054933565e-01
1.223402617397998483e+03,1.688305510646565324e+02,9.116687035204057432e-01
1.224842186297151557e+03,1.690786674690330926e+02,9.119354404367346900e-01
1.226281755196304857e+03,1.693270743586618323e+02,9.122031160016742524e-01
1.227721324095457931e+03,1.695757724922451075e+02,9.124717309958858547e-01
1.229160892994611231e+03,1.698247626297033719e+02,9.127412862029194995e-01
1.230600461893764532e+03,1.700740455321787294e+02,9.130117824092183199e-01
1.232040030792917605e+03,1.703236219620389988e+02,9.132832204041207991e-01
1.233479599692070906e+03,1.705727827888568697e+02,9.135517989374025705e-01
1.234919168591223979e+03,1.708200300291126155e+02,9.138095144781289703e-01
1.236358737490377280e+03,1.710675577748369847e+02,9.140681287001266586e-01
1.237798306389530353e+03,1.713153667487631822e+02,9.143276423251777141e-01
1.239237875288683654e+03,1.715634576747496567e+02,9.145880560777075452e-01
1.240677444187836727e+03,1.718118312777830283e+02,9.148493706847882212e-01
1.242117013086990028e+03,1.720604882839822096e+02,9.151115868761414696e-01
1.243556581986143101e+03,1.723091811507026136e+02,9.153733864778812457e-01
1.244996150885296402e+03,1.725557318365970332e+02,9.156232137112529923e-01
1.246435719784449475e+03,1.728025542221160435e+02,9.158739039095474821e-01
1.247875288683602776e+03,1.730496489982326409e+02,9.161254577441874103e-01
1.249314857582755849e+03,1.732970168569650866e+02,9.163778758890284148e-01
1.250754426481909150e+03,1.735446584913801473e+02,9.166311590203617410e-01
1.252193995381062450e+03,1.737925745955963635e+02,9.168853078169180160e-01
1.253633564280215523e+03,1.740407658647871756e+02,9.171403229598688034e-01
1.255073133179368824e+03,1.742867788914624896e+02,9.173832876083072296e-01
1.256512702078521897e+03,1.745327282479697999e+02,9.176253607813597002e-01
1.257952270977675198e+03,1.747789405411912185e+02,9.178682607467349985e-01
1.259391839876828271e+03,1.750254164303341895e+02,9.181119881271309069e-01
1.260831408775981572e+03,1.752721565755745701e+02,9.183565435474742022e-01
1.262270977675134645e+03,1.755191616380589608e+02,9.186019276349227658e-01
1.263710546574287946e+03,1.757664322799081731e+02,9.188481410188679144e-01
1.265150115473441019e+03,1.760123941410540453e+02,9.190869600052571364e-01
1.266589684372594320e+03,1.762576122135490664e+02,9.193213566824792737e-01
1.268029253271747393e+03,1.765030847444019173e+02,9.195565468404303111e-01
1.269468822170900694e+03,1.767488123634722399e+02,9.197925310574651681e-01
1.270908391070053767e+03,1.769947957015179725e+02,9.200293099139876807e-01
1.272347959969207068e+03,1.772410353901981068e+02,9.202668839924535993e-01
1.273787528868360369e+03,1.774875320620753882e+02,9.205052538773722537e-01
1.275227097767513442e+03,1.777335442677696449e+02,9.207405758287212638e-01
1.276666666666666742e+03,1.779778990973540544e+02,9.209667908018254190e-01
1.278106235565819816e+03,1.782224994723606528e+02,9.211937653611562693e-01
1.279545804464973116e+03,1.784673459928150407e+02,9.214215000408823020e-01
1.280985373364126190e+03,1.787124392595719939e+02,9.216499953770467268e-01
1.282424942263279490e+03,1.789577798743179073e+02,9.218792519075696967e-01
1.283864511162432564e+03,1.792033684395731541e+02,9.221092701722505280e-01
1.285304080061585864e+03,1.794492055586946435e+02,9.223400507127693659e-01
1.286743648960738938e+03,1.796932100452778229e+02,9.225609059747814644e-01
1.288183217859892238e+03,1.799371888929383658e+02,9.227811361315960692e-01
1.289622786759045312e+03,1.801814064209768276e+02,9.230020972857010397e-01
1.291062355658198612e+03,1.804258632049634343e+02,9.232237899369951650e-01
1.292501924557351686e+03,1.806705598212430175e+02,9.234462145871108474e-01
1.293941493456504986e+03,1.809154968469376001e+02,9.236693717394151015e-01
1.295381062355658287e+03,1.811606748599485286e+02,9.238932618990116641e-01
1.296820631254811360e+03,1.814051078059708004e+02,9.241128594726371048e-01
1.298260200153964661e+03,1.816484825640781366e+02,9.243265854096146539e-01
1.299699769053117734e+03,1.818920888140564500e+02,9.245410145460621898e-01
1.301139337952271035e+03,1.821359271074731794e+02,9.247561473484046113e-01
1.302578906851424108e+03,1.823799979966179592e+02,9.249719842846675366e-01
1.304018475750577409e+03,1.826243020345049501e+02,9.251885258244800792e-01
1.305458044649730482e+03,1.828688397748745729e+02,9.254057724390755135e-01
1.306897613548883783e+03,1.831136117721959522e+02,9.256237246012940512e-01
1.308337182448036856e+03,1.833565497821718964e+02,9.258319366867285849e-01
1.309776751347190157e+03,1.835995233064991510e+02,9.260398702098960877e-01
1.311216320246343230e+03,1.838427217395457660e+02,9.262484803074368944e-01
1.312655889145496531e+03,1.840861456102743716e+02,9.264577674155174414e-01
1.314095458044649604e+03,1.843297954483219314e+02,9.266677319717828709e-01
1.315535026943802904e+03,1.845736717840021015e+02,9.268783744153603621e-01
1.316974595842956205e+03,1.848177751483066231e+02,9.270896951868601299e-01
1.318414164742109278e+03,1.850613620702940239e+02,9.272979667102569934e-01
1.319853733641262579e+03,1.853037043826437014e+02,9.274995542713698748e-01
1.321293302540415652e+03,1.855462646545028633e+02,9.277017923299892832e-01
1.322732871439568953e+03,1.857890433924876845e+02,9.279046812924915955e-01
1.324172440338722026e+03,1.860320411038420332e+02,9.281082215666188739e-01
1.325612009237875327e+03,1.862752582964397732e+02,9.283124135614808647e-01
1.327051578137028400e+03,1.865186954787860998e+02,9.285172576875553307e-01
1.328491147036181701e+03,1.867623531600196713e+02,9.287227543566903831e-01
1.329930715935334774e+03,1.870047326061313129e+02,9.289214566854555599e-01
1.331370284834488075e+03,1.872466638322486858e+02,9.291175052464818451e-01
1.332809853733641148e+03,1.874888067680047641e+02,9.293141796711998914e-01
1.334249422632794449e+03,1.877311618992735021e+02,9.295114803395126968e-01
1.335688991531947750e+03,1.879737297125151088e+02,9.297094076325861378e-01
1.337128560431100823e+03,1.882165106947777247e+02,9.299079619328488588e-01
1.338568129330254123e+03,1.884595053336994113e+02,9.301071436239951584e-01
1.340007698229407197e+03,1.887027141175089469e+02,9.303069530909842122e-01
1.341447267128560497e+03,1.889440439300123558e+02,9.304970802952519104e-01
1.342886836027713571e+03,1.891855525208223696e+02,9.306876793582518070e-01
1.344326404926866871e+03,1.894272667007606117e+02,9.308788805172063530e-01
1.345765973826019945e+03,1.896691869357564428e+02,9.310706841271353396e-01
1.347205542725173245e+03,1.899113136922868534e+02,9.312630905442256246e-01
1.348645111624326319e+03,1.901536474373772876e+02,9.314561001258305772e-01
1.350084680523479619e+03,1.903961886386037179e+02,9.316497132304729645e-01
1.351524249422632693e+03,1.906384882748270115e+02,9.318417331124162484e-01
1.352963818321785993e+03,1.908793649513146988e+02,9.320263963391633988e-01
1.354403387220939067e+03,1.911204407806333165e+02,9.322116384065715078e-01
1.355842956120092367e+03,1.913617162090330623e+02,9.323974596452099250e-01
1.357282525019245668e+03,1.916031916832734794e+02,9.325838603867249166e-01
1.358722093918398741e+03,1.918448676506247068e+02,9.327708409638394427e-01
1.360161662817552042e+03,1.920867445588690998e+02,9.329584017103557114e-01
1.361601231716705115e+03,1.923288228563023949e+02,9.331465429611550677e-01
1.363040800615858416e+03,1.925703275361603062e+02,9.333315066480399880e-01
1.364480369515011489e+03,1.928107677546457808e+02,9.335109263632610510e-01
1.365919938414164790e+03,1.930514012819955099e+02,9.336909028269279043e-01
1.367359507313317863e+03,1.932922285460662977e+02,9.338714363477368385e-01
1.368799076212471164e+03,1.935332499751903299e+02,9.340525272353792374e-01
1.370238645111624237e+03,1.937744659981759128e+02,9.342341758005415775e-01
1.371678214010777538e+03,1.940158770443093488e+02,9.344163823549066494e-01
1.373117782909930611e+03,1.942574835433555336e+02,9.345991472111540022e-01
1.374557351809083912e+03,1.944983313247732042e+02,9.347778827788081335e-01
1.375996920708236985e+03,1.947383335508561402e+02,9.349521847903793370e-01
1.377436489607390286e+03,1.949785234005971688e+02,9.351270223260590431e-01
1.378876058506543586e+03,1.952189012842503928e+02,9.353023956741056688e-01
1.380315627405696659e+03,1.954594676125131798e+02,9.354783051236964520e-01
1.381755196304849960e+03,1.957002227965275551e+02,9.356547509649285610e-01
1.383194765204003033e+03,1.959411672478807134e+02,9.358317334888188732e-01
1.384634334103156334e+03,1.961823013786069225e+02,9.360092529873063061e-01
1.386073903002309407e+03,1.964226272876862822e+02,9.361825516268866831e-01
1.387513471901462708e+03,1.966621882186024095e+02,9.363518484369169892e-01
1.388953040800615781e+03,1.969019312322180326e+02,9.365216603515625904e-01
1.390392609699769082e+03,1.971418567219151328e+02,9.366919876399528722e-01
1.391832178598922155e+03,1.973819650814890281e+02,9.368628305720665406e-01
1.393271747498075456e+03,1.976222567051495957e+02,9.370341894187319554e-01
1.394711316397228529e+03,1.978627319875221815e+02,9.372060644516272410e-01
1.396150885296381830e+03,1.981033913236489070e+02,9.373784559432820629e-01
1.397590454195534903e+03,1.983433195231272919e+02,9.375470362935008906e-01
1.399030023094688204e+03,1.985824307543701650e+02,9.377114119680169946e-01
1.400469591993841505e+03,1.988217186429693299e+02,9.378762830360385383e-01
1.401909160892994578e+03,1.990611835660756128e+02,9.380416497487208405e-01
1.403348729792147878e+03,1.993008259012257781e+02,9.382075123580044806e-01
1.404788298691300952e+03,1.995406460263428983e+02,9.383738711166138557e-01
1.406227867590454252e+03,1.997806443197374335e+02,9.385407262780587345e-01
1.407667436489607326e+03,2.000208211601083406e+02,9.387080780966351456e-01
1.409107005388760626e+03,2.002604701678205004e+02,9.388726133606727364e-01
1.410546574287913700e+03,2.004991322602517414e+02,9.390321905928109558e-01
1.411986143187067000e+03,2.007379657353886842e+02,9.391922442837502549e-01
1.413425712086220074e+03,2.009769709548512253e+02,9.393527746678626000e-01
1.414865280985373374e+03,2.012161482806184551e+02,9.395137819802439338e-01
1.416304849884526448e+03,2.014554980750298512e+02,9.396752664567150637e-01
1.417744418783679748e+03,2.016950207007861593e+02,9.398372283338219946e-01
1.419183987682832822e+03,2.019347165209501043e+02,9.399996678488368174e-01
1.420623556581986122e+03,2.021742040578288595e+02,9.401608095826853306e-01
1.422063125481139423e+03,2.024124262016410967e+02,9.403157466270831710e-01
1.423502694380292496e+03,2.026508146360546618e+02,9.404711420290385870e-01
1.424942263279445797e+03,2.028893697079040237e+02,9.406269960073433412e-01
1.426381832178598870e+03,2.031280917643589135e+02,9.407833087814588824e-01
1.427821401077752171e+03,2.033669811529251490e+02,9.409400805715160132e-01
1.429260969976905244e+03,2.036060382214454592e+02,9.410973115983166659e-01
1.430700538876058545e+03,2.038452633181003364e+02,9.412550020833329034e-01
1.432140107775211618e+03,2.040846567914089462e+02,9.414131522487090287e-01
1.433579676674364919e+03,2.043224760356600598e+02,9.415637303922446133e-01
1.435019245573517992e+03,2.045604095803886651e+02,9.417145326185005771e-01
1.436458814472671293e+03,2.047985047485458949e+02,9.418657758914360523e-01
1.437898383371824366e+03,2.050367618730185484e+02,9.420174604157838250e-01
1.439337952270977667e+03,2.052751812870069443e+02,9.421695863968962970e-01
1.440777521170130740e+03,2.055137633240254615e+02,9.423221540407444863e-01
1.442217090069284041e+03,2.057525083179032492e+02,9.424751635539195815e-01
1.443656658968437341e+03,2.059914166027851081e+02,9.426286151436332750e-01
1.445096227867590414e+03,2.062294540955394950e+02,9.427777801785409695e-01
1.446535796766743715e+03,2.064671369801621950e+02,9.429250288427151183e-01
1.447975365665896788e+03,2.067049774822928043e+02,9.430727038348932778e-01
1.449414934565050089e+03,2.069429759229993806e+02,9.432208053481683230e-01
1.450854503464203162e+03,2.071811326236449702e+02,9.433693335762107779e-01
1.452294072363356463e+03,2.074194479058886884e+02,9.435182887132690377e-01
1.453733641262509536e+03,2.076579220916860606e+02,9.436676709541702568e-01
1.455173210161662837e+03,2.078965555032900738e+02,9.438174804943197937e-01
1.456612779060815910e+03,2.081348499902685774e+02,9.439654567777089333e-01
1.458052347959969211e+03,2.083721020352303981e+02,9.441084176834416697e-01
1.459491916859122284e+03,2.086095070258478188e+02,9.442517888648563895e-01
1.460931485758275585e+03,2.088470652702085317e+02,9.443955705022800684e-01
1.462371054657428886e+03,2.090847770766756639e+02,9.445397627765744764e-01
1.463810623556581959e+03,2.093226427538883740e+02,9.446843658691355117e-01
1.465250192455735260e+03,2.095606626107627335e+02,9.448293799618944222e-01
1.466689761354888333e+03,2.097988369564920674e+02,9.449748052373173612e-01
1.468129330254041633e+03,2.100371661005480348e+02,9.451206418784072749e-01
1.469568899153194707e+03,2.102745037169467253e+02,9.452617355166048618e-01
1.471008468052348007e+03,2.105117881102795536e+02,9.454023139754181848e-01
1.472448036951501081e+03,2.107492225173009501e+02,9.455432906038746532e-01
1.473887605850654381e+03,2.109868072366536182e+02,9.456846655738535556e-01
1.475327174749807455e+03,2.112245425672419401e+02,9.458264390577371117e-01
1.476766743648960755e+03,2.114624288082332271e+02,9.459686112284101389e-01
1.478206312548113829e+03,2.117004662590578619e+02,9.461111822592606080e-01
1.479645881447267129e+03,2.119386552194104070e+02,9.462541523241798647e-01
1.481085450346420203e+03,2.121764412189153006e+02,9.463950470914701540e-01
1.482525019245573503e+03,2.124132702155385175e+02,9.465314037487098098e-01
1.483964588144726804e+03,2.126502446650392244e+02,9.466681433728849626e-01
1.485404157043879877e+03,2.128873648538154555e+02,9.468052661242868373e-01
1.486843725943033178e+03,2.131246310685094727e+02,9.469427721636706208e-01
1.488283294842186251e+03,2.133620435960082773e+02,9.470806616522559063e-01
1.489722863741339552e+03,2.135996027234443488e+02,9.472189347517276925e-01
1.491162432640492625e+03,2.138373087381958157e+02,9.473575916242357176e-01
1.492602001539645926e+03,2.140751619278876774e+02,9.474966324323959022e-01
1.494041570438798999e+03,2.143130621219788736e+02,9.476356131387874138e-01
1.495481139337952300e+03,2.145510758032935996e+02,9.477748276034402286e-01
1.496920708237105373e+03,2.147892369656505309e+02,9.479144251745076355e-01
1.498360277136258674e+03,2.150275458965246003e+02,9.480544060152401586e-01
1.499799846035411747e+03,2.152660028836380945e+02,9.481947702893522845e-01
1.501239414934565048e+03,2.155046082149619338e+02,9.483355181610230167e-01
1.502678983833718121e+03,2.157433621787154152e+02,9.484766497948958763e-01
1.504118552732871422e+03,2.159822650633674925e+02,9.486181653560795679e-01
1.505558121632024722e+03,2.162211640700705289e+02,9.487593932754108117e-01
1.506997690531177795e+03,2.164586717267398228e+02,9.488942520877987619e-01
1.508437259430331096e+03,2.166963221993880779e+02,9.490294789644473372e-01
1.509876828329484169e+03,2.169341157633441526e+02,9.491650740572445955e-01
1.511316397228637470e+03,2.171720526941673199e+02,9.493010375185062522e-01
1.512755966127790543e+03,2.174101332676475522e+02,9.494373695009760139e-01
1.514195535026943844e+03,2.176483577598061743e+02,9.495740701578259113e-01
1.515635103926096917e+03,2.178867264468963185e+02,9.497111396426565211e-01
1.517074672825250218e+03,2.181252396054035785e+02,9.498485781094980762e-01
1.518514241724403291e+03,2.183633565763160789e+02,9.499840323861592495e-01
1.519953810623556592e+03,2.186006552850386697e+02,9.501156736251026302e-01
1.521393379522709665e+03,2.188380931685474877e+02,9.502476700720002833e-01
1.522832948421862966e+03,2.190756704920087827e+02,9.503800218698208457e-01
1.524272517321016039e+03,2.193133875208051506e+02,9.505127291619309693e-01
1.525712086220169340e+03,2.195512445205364145e+02,9.506457920920954319e-01
1.527151655119322641e+03,2.197892417570194823e+02,9.507792108044774704e-01
1.528591224018475714e+03,2.200273794962893135e+02,9.509129854436386697e-01
1.530030792917629014e+03,2.202656580045994019e+02,9.510471161545406282e-01
1.531470361816782088e+03,2.205031478088382642e+02,9.511775924937253546e-01
1.532909930715935388e+03,2.207400363865678514e+02,9.513052327134231545e-01
1.534349499615088462e+03,2.209770597903007570e+02,9.514332139254059184e-01
1.535789068514241762e+03,2.212142182738750478e+02,9.515615362626825835e-01
1.537228637413394836e+03,2.214515120913299597e+02,9.516901998586283495e-01
1.538668206312548136e+03,2.216889414969063523e+02,9.518192048469850119e-01
1.540107775211701210e+03,2.219265067450471633e+02,9.519485513618611838e-01
1.541547344110854510e+03,2.221642080903978353e+02,9.520782395377321849e-01
1.542986913010007584e+03,2.224020457878068271e+02,9.522082695094405969e-01
1.544426481909160884e+03,2.226389137502319784e+02,9.523339090539875151e-01
1.545866050808313958e+03,2.228753954304850993e+02,9.524576638216730728e-01
1.547305619707467258e+03,2.231120077246432345e+02,9.525817459725766101e-01
1.548745188606620559e+03,2.233487508757391424e+02,9.527061556304530221e-01
1.550184757505773632e+03,2.235856251269926247e+02,9.528308929193944898e-01
1.551624326404926933e+03,2.238226307218109810e+02,9.529559579638305911e-01
1.553063895304080006e+03,2.240597679037892078e+02,9.530813508885285223e-01
1.554503464203233307e+03,2.242970369167106242e+02,9.532070718185936542e-01
1.555943033102386380e+03,2.245344380045472690e+02,9.533331208794690870e-01
1.557382602001539681e+03,2.165291203232308987e+02,9.184941748385879734e-01
1.558822170900692754e+03,2.059381466290831213e+02,8.727616193097302855e-01
1.560261739799846055e+03,1.958465895521445645e+02,8.292280182097978569e-01
1.561701308698999128e+03,1.862318476510764356e+02,7.877916827262383404e-01
1.563140877598152429e+03,1.770722953918104565e+02,7.483554230943992858e-01
1.564580446497305502e+03,1.683472432599052695e+02,7.108263594788164497e-01
1.566020015396458803e+03,1.600368993987544286e+02,6.751157403343923669e-01
1.567459584295612103e+03,1.521223327199984681e+02,6.411387679732805100e-01
1.568899153194765177e+03,1.445854374341004700e+02,6.088144310720569052e-01
1.570338722093918477e+03,1.426369576934677355e+02,6.000592583613085784e-01
1.571778290993071550e+03,1.429227833597642530e+02,6.007110111852748124e-01
1.573217859892224851e+03,1.432094692435456409e+02,6.013651834649418326e-01
1.574657428791377924e+03,1.434970184425662296e+02,6.020217815608288614e-01
1.576096997690531225e+03,1.437854340667235533e+02,6.026808118611156617e-01
1.577536566589684298e+03,1.440747192381125501e+02,6.033422807817437894e-01
1.578976135488837599e+03,1.443648770910811834e+02,6.040061947665210651e-01
1.580415704387990672e+03,1.446559107722849546e+02,6.046725602872247141e-01
1.581855273287143973e+03,1.449478234407430932e+02,6.053413838437068373e-01
1.583294842186297046e+03,1.452357118325582519e+02,6.059921999911923596e-01
1.584734411085450347e+03,1.455212439401531128e+02,6.066320111358620704e-01
1.586173979984603420e+03,1.458076172629039888e+02,6.072741645068282512e-01
1.587613548883756721e+03,1.460948347753845269e+02,6.079186661102167211e-01
1.589053117782910022e+03,1.463828994635878473e+02,6.085655219778640657e-01
1.590492686682063095e+03,1.466718143249772481e+02,6.092147381674113404e-01
1.591932255581216396e+03,1.469615823685371936e+02,6.098663207623988836e-01
1.593371824480369469e+03,1.472522066148237911e+02,6.105202758723590195e-01
1.594811393379522769e+03,1.475436900960166042e+02,6.111766096329132036e-01
1.596250962278675843e+03,1.478325912126996116e+02,6.118210721793593265e-01
1.597690531177829143e+03,1.481177299344556388e+02,6.124488163183016143e-01
1.599130100076982217e+03,1.484036908961984409e+02,6.130788270434012199e-01
1.600569668976135517e+03,1.486904769528950681e+02,6.137111100225921545e-01
1.602009237875288591e+03,1.489780909702454608e+02,6.143456709476950994e-01
1.603448806774441891e+03,1.492665358247296297e+02,6.149825155345043370e-01
1.604888375673594965e+03,1.495558144036540682e+02,6.156216495228713503e-01
1.606327944572748265e+03,1.498459296051989895e+02,6.162630786767921975e-01
1.607767513471901339e+03,1.501368843384655349e+02,6.169068087844921111e-01
1.609207082371054639e+03,1.504272885738422474e+02,6.175471272008973278e-01
1.610646651270207940e+03,1.507119630500397420e+02,6.181627997260759066e-01
1.612086220169361013e+03,1.509974409811303246e+02,6.187806652002433294e-01
1.613525789068514314e+03,1.512837251066965223e+02,6.194007289704973607e-01
1.614965357967667387e+03,1.515708181764060498e+02,6.200229964061260146e-01
1.616404926866820688e+03,1.518587229500552951e+02,6.206474728986846046e-01
1.617844495765973761e+03,1.521474421976119800e+02,6.212741638620733475e-01
1.619284064665127062e+03,1.524369786992590434e+02,6.219030747326146358e-01
1.620723633564280135e+03,1.527273352454378426e+02,6.225342109691310855e-01
1.622163202463433436e+03,1.530185146368924052e+02,6.231675780530253617e-01
1.623602771362586509e+03,1.533038522286065870e+02,6.237760523628405052e-01
1.625042340261739810e+03,1.535887548174695496e+02,6.243816802104054098e-01
1.626481909160892883e+03,1.538744447681290524e+02,6.249894340132107207e-01
1.627921478060046184e+03,1.541609247177379416e+02,6.255993188331283594e-01
1.629361046959199257e+03,1.544481973129597918e+02,6.262113397527029335e-01
1.630800615858352558e+03,1.547362652100090656e+02,6.268255018752225682e-01
1.632240184757505858e+03,1.550251310746907905e+02,6.274418103247877410e-01
1.633679753656658932e+03,1.553147975824408320e+02,6.280602702463842224e-01
1.635119322555812232e+03,1.556052674183667079e+02,6.286808868059533539e-01
1.636558891454965305e+03,1.558931545885258743e+02,6.292899861555530938e-01
1.637998460354118606e+03,1.561774496175968068e+02,6.298835273187538553e-01
1.639438029253271679e+03,1.564625135682491077e+02,6.304791245561225388e-01
1.640877598152424980e+03,1.567483489699893653e+02,6.310767826400973668e-01
1.642317167051578053e+03,1.570349583612564857e+02,6.316765063623144272e-01
1.643756735950731354e+03,1.573223442894586981e+02,6.322783005336714002e-01
1.645196304849884427e+03,1.576105093110102189e+02,6.328821699843913962e-01
1.646635873749037728e+03,1.578994559913685691e+02,6.334881195640870155e-01
1.648075442648190801e+03,1.581891869050714376e+02,6.340961541418250746e-01
1.649515011547344102e+03,1.584797046357745955e+02,6.347062786061916650e-01
1.650954580446497175e+03,1.587637040246153219e+02,6.352892560676001166e-01
1.652394149345650476e+03,1.590480695127593833e+02,6.358726814084417756e-01
1.653833718244803777e+03,1.593331880668702922e+02,6.364580992015715921e-01
1.655273287143956850e+03,1.596190621208282323e+02,6.370455139622678287e-01
1.656712856043110150e+03,1.599056941169332617e+02,6.376349302236888894e-01
1.658152424942263224e+03,1.601930865059387372e+02,6.382263525369308299e-01
1.659591993841416524e+03,1.604812417470860737e+02,6.388197854710858659e-01
1.661031562740569598e+03,1.607701623081387368e+02,6.394152336133011039e-01
1.662471131639722898e+03,1.610598506654168034e+02,6.400127015688367171e-01
1.663910700538875972e+03,1.613473886601897505e+02,6.406005980742679462e-01
1.665350269438029272e+03,1.616309846461163033e+02,6.411718406925137614e-01
1.666789838337182346e+03,1.619153154779537829e+02,6.417450091049312633e-01
1.668229407236335646e+03,1.622003834885714468e+02,6.423201075642874791e-01
1.669668976135488720e+03,1.624861910187385945e+02,6.428971403399411644e-01
1.671108545034642020e+03,1.627727404171563990e+02,6.434761117178952050e-01
1.672548113933795094e+03,1.630600340404888868e+02,6.440570260008493531e-01
1.673987682832948394e+03,1.633480742533951684e+02,6.446398875082540725e-01
1.675427251732101695e+03,1.636368634285606731e+02,6.452247005763623866e-01
1.676866820631254768e+03,1.639264039467292093e+02,6.458114695582841680e-01
1.678306389530408069e+03,1.642111349811191872e+02,6.463783005413457072e-01
